locationName,locationZipCode,description,buildingType,waterUsageIntensity,sqFt,totalWaterUsage,yearBuilt,reportYear,reportType,Source
MANHATTAN,10036,110 MAIDEN LANE,Office,13.85,360263,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10019,3825 CORLEAR AVENUE,Office,13.53,1697226,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10018,2 WEST 47 STREET,Office,13.39,151040,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10005,1 MADISON AVENUE,Office,13,292627,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10004,145-11 NORTH CONDUIT AVENUE,Office,12.96,329991,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10003,387 PARK AVENUE SOUTH,Office,12.81,343611,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10022,9 EAST 37 STREET,Office,12.74,429866,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11101,141 WEST 53 STREET,Office,12.66,199365,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11357,32 COURT STREET,Office,12.12,57106,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BRONX,10454,413 MADISON AVENUE,Office,11.93,83400,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10022,50 WEST 17 STREET,Office,11.35,342387,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11229,1375 BROADWAY,Office,11.27,132990,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10018,366 MADISON AVENUE,Office,11.09,143626,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10005,24-01 44 ROAD,Office,10.77,341291,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10281,224 WEST 30 STREET,Office,10.5,1485610,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10012,909 3 AVENUE,Office,10.43,99470,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10022,20 VESEY STREET,Office,10.43,591315,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10011,23 WEST 43 STREET,Office,10.27,174611,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10017,150 WEST 28 STREET,Office,9.48,256272,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10001,1285 AVENUE OF THE AMER,Office,9.07,114935,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11356,29 WEST 38 STREET,Office,8.84,57275,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10013,110 WALL STREET,Office,8.6,52167,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10019,1 WHITEHALL STREET,Office,8.33,301260,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10036,230 PARK AVENUE SOUTH,Office,8.22,58511,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10018,462 PARK AVENUE SOUTH,Office,7.78,175565,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10010,641 LEXINGTON AVENUE,Office,7.46,124262,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10018,47-40 21 STREET,Office,7.36,58581,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10018,30-56 WHITESTONE EP SR W,Office,7.24,117850,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10038,70-10 74 STREET,Office,7.1,249885,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11201,26 BRUCKNER BOULEVARD,Office,7.03,129153,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11216,72 NORTH 15 STREET,Office,6.81,103103,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10004,776 3 AVENUE,Office,6.66,859807,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10016,43-10 23 STREET,Office,6.41,124168,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10018,845 3 AVENUE,Office,5.79,257793,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10017,1630 EAST 15 STREET,Office,5.7,287400,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10004,570 7 AVENUE,Office,5.41,1067151,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10013,80 RICHARDS STREET,Office,5.28,142554,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10017,44 WALL STREET,Office,4.06,815186,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10004,200 LIBERTY STREET,Office,3.25,343345,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11101,622 BROADWAY,Office,3.15,301001,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BRONX,10454,900 3 AVENUE,Office,2.17,56212,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10036,555 WEST 18 STREET,Office,1.77,1032057,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10001,802 GEORGIA AVENUE,Office,1.61,71180,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10001,488 MORGAN AVENUE,Office,1.31,76355,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10022,11-05 44 DRIVE,Office,0.43,263067,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10018,108-18 QUEENS BOULEVARD,Office,0.29,120260,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10022,355 LEXINGTON AVENUE,Office,0.28,563530,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10017,210 11 AVENUE,Office,0.27,213052,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10018,14-04 111 STREET,Office,0.26,114421,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10022,49-29 30 PLACE,Office,0.19,365347,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10022,5-35 46 ROAD,Office,0.18,142235,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10007,434 BROADWAY,Office,0.16,507000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10013,144 WEST 34 STREET,Office,0.14,332960,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
STATEN ISLAND,10304,619 WEST 54 STREET,Office,0.11,108050,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10013,300 BAYCHESTER AVENUE,Office,0.07,427972,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11356,56 WEST 45 STREET,Office,1612.58,60000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10014,685 3 AVENUE,Office,167.05,67500,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10013,225 WEST 37 STREET,Office,165.48,119052,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11231,52-08 GRAND AVENUE,Workshop,73.44,60700,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10021,34 WEST END AVENUE,Dormitory,43.13,67655,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BRONX,10471,255 BUTLER STREET,Dormitory,35.71,126040,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10022,374 LEXINGTON AVENUE,Dormitory,27.35,72000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11201,66-35 OTTO ROAD,Dormitory,19.04,72000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11210,59-21 58 ROAD,Dormitory,6.91,58027,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10022,2360 BEDFORD AVENUE,Retail,63.48,105560,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11354,1201 LAFAYETTE AVENUE,Retail,48.33,148680,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BRONX,10456,131 VARICK STREET,Retail,47.08,56200,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
STATEN ISLAND,10306,50 BROADWAY,Retail,18.89,101445,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10001,37-02 NORTHERN BOULEVARD,Retail,8.41,77761,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BRONX,10475,30-40 48 AVENUE,Retail,8.3,134028,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11101,8719 AVENUE D,Retail,8.08,55176,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10019,478 KENT AVENUE,Retail,7.34,411845,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11226,37 FLATBUSH AVENUE,Retail,3.71,187823,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10013,211 LOMBARDY STREET,Warehouse,3.36,268000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11217,28 2 AVENUE,Warehouse,2.9,128525,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11101,14 BRUCKNER BOULEVARD,Warehouse,1.06,101973,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BRONX,10468,157 VARICK STREET,Warehouse,0.53,58375,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11694,640 8 AVENUE,Health-care clinic,115.98,50877,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11236,4481 MANHATTAN COLLEGE PY,Health-care clinic,383.29,123140,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
STATEN ISLAND,10301,2138 1 AVENUE,Health-care clinic,121.17,94000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11221,1300 FLUSHING AVENUE,Health-care clinic,30.7,110000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10019,29 WEST 35 STREET,Automotive Facility,6.96,265000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11222,625 WORTMAN AVENUE,Warehouse,2.75,80000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11101,236 WEST 30 STREET,Warehouse,49.32,300000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11417,100 KNICKERBOCKER AVENUE,Warehouse,18.31,73775,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11417,36-02 NORTHERN BOULEVARD,Warehouse,18.31,73775,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11378,847 11 AVENUE,Warehouse,7.51,180000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11217,5112 2 AVENUE,Warehouse,4.16,109500,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11377,29-00 REVIEW AVENUE,Warehouse,0.76,126533,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BRONX,10454,722 LEXINGTON AVENUE,Warehouse,606.57,68238,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11435,59 PAIDGE AVENUE,Warehouse,462.74,53666,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10001,633 WEST 44 STREET,Warehouse,28.87,53100,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11232,108 WEST 107 STREET,Warehouse,24.44,87485,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11222,44-68 5 STREET,Warehouse,11.92,83000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11231,48-02 48 AVENUE,Warehouse,11.06,151900,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11207,510 WEST 21 STREET,Warehouse,10.24,85600,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11101,2351 JOE DIMAGGIO HIGHWAY,Warehouse,8.69,113626,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11378,83-15 24 AVENUE,Warehouse,7.36,75000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11378,1170 COMMERCE AVENUE,Warehouse,7.04,120000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10014,302 11 AVENUE,Warehouse,5.42,470577,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11377,220 SOUTH STREET,Warehouse,5.11,75477,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11378,39-14 REVIEW AVENUE,Warehouse,4.93,124500,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11101,245 WEST FORDHAM ROAD,Warehouse,4.73,255337,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11385,60-15 LITTLE NECK PARKWAY,Warehouse,3.84,95000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11378,436 EAST 10 STREET,Warehouse,3.8,95963,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11101,485 MADISON AVENUE,Warehouse,3.08,65415,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11249,8 WEST 40 STREET,Warehouse,2.98,165167,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11237,111 EAST 58 STREET,Warehouse,1.65,101712,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11208,228 EAST 45 STREET,Warehouse,1.55,58000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11237,51 WEST 39 STREET,Warehouse,1.14,107000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11232,120 BRUCKNER BOULEVARD,Warehouse,0.91,168447,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11101,571 MADISON AVENUE,Warehouse,0.91,165000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11222,880 3 AVENUE,Warehouse,0.81,235700,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11101,70 MURRAY STREET,Warehouse,0.78,163000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11370,250 HUDSON STREET,Warehouse,0.69,120000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BRONX,10462,161 WILLIAM STREET,Warehouse,0.66,152000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11101,950 WEST FINGERBOARD RD,Warehouse,0.56,65000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10009,78 VANDAM STREET,Warehouse,0.47,92000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BRONX,10454,543 WEST 43 STREET,Warehouse,0.23,104000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
